datetime,Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Ceratium,Ceratium_furca,Ceratium_fusus,Ceratium_lineatum,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Chroomonas,Chrysochromulina,Chrysochromulina_lanceolata,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_min,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_Amphidinium_grazing,Guinardia_delicatula_TAG_external_parasite,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Heterocapsa_triquetra,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_single,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Radiozoa,Rhabdosphaera,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Strobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_oculatum,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnida,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Tontonia_gracillima,Vicicitus_globosus,Warnowia,amoeba,ciliate,coccolithophorid,cryptophyta,flagellate,flagellate_morphotype1,flagellate_morphotype3,pennate,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,square_unknown,unknown2,zooplankton
2021-05-13 02:13:53+00:00,0,0,1,1,2,1,0,0,86,12,24,0,9,1,7,0,0,0,1,229,5,13,0,0,1,35,1,14,2,1,4,0,12,0,2,30,1,6,3,0,3,0,0,2,108,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,6,8,0,0,142,0,1,20,0,6,0,46,6,0,0,0,8,0,21,0,0,8,24,1322,0,1,0,0,0,0,0,1,145,0,190,0,0,1,0,15,0,14,0,0,0,0,0,0,0,2,0,0,0,6,0,40,0,14,1,7,0,1,2,0,0,0,7,5,23,16,36,0,18,102,1,0,0,0,8,2,0
2021-05-13 02:38:13+00:00,2,0,1,0,1,3,1,0,97,19,17,0,7,1,6,0,3,0,2,261,10,16,0,0,0,67,0,32,1,0,3,0,9,1,2,41,1,3,9,0,4,0,0,2,118,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,6,4,1,0,107,0,1,16,1,2,0,51,7,0,0,0,13,0,17,1,0,2,17,1266,0,0,0,0,0,0,0,0,202,0,178,0,0,0,2,16,0,29,0,1,0,0,0,0,0,2,0,0,0,5,4,32,0,9,0,4,0,0,0,0,0,0,8,3,8,12,38,0,12,118,0,0,0,0,12,1,0
2021-05-13 03:02:34+00:00,2,0,2,2,0,2,2,0,126,20,13,0,5,1,6,0,0,0,2,293,11,16,0,0,1,86,1,19,1,0,0,0,16,0,2,34,1,9,6,0,3,0,0,2,109,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,7,6,0,0,96,0,4,21,0,3,0,59,9,0,0,0,9,0,20,1,0,6,22,1160,0,0,0,0,0,0,1,0,225,0,159,0,0,1,0,16,0,31,0,0,0,0,0,0,0,1,0,0,0,3,2,25,0,12,0,8,0,0,0,0,0,0,3,1,11,12,35,0,12,127,0,0,0,0,17,1,4
2021-05-13 03:26:55+00:00,3,0,1,1,0,2,1,0,104,19,21,0,4,2,8,0,1,0,2,299,7,23,0,0,1,82,5,21,1,1,2,0,23,0,2,36,0,12,5,0,0,0,0,1,92,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,79,0,2,19,0,5,1,88,2,0,0,0,10,0,17,0,0,4,19,1141,0,0,0,0,0,0,0,1,231,0,167,0,0,3,0,23,0,21,0,0,1,0,0,0,0,0,0,0,0,10,2,33,1,17,0,14,0,0,7,0,0,0,4,2,11,21,28,1,12,160,0,0,0,0,9,2,2
2021-05-13 03:51:16+00:00,3,0,2,0,0,4,2,1,152,27,19,0,2,0,10,0,1,0,2,289,11,26,0,0,0,110,1,24,1,0,0,0,34,0,0,29,1,17,7,0,3,0,0,3,82,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0,65,0,4,24,2,4,1,94,7,0,0,1,10,0,18,2,0,6,24,1035,0,1,0,0,0,0,1,2,306,0,126,0,0,2,0,50,0,23,0,0,0,0,0,0,0,1,0,0,0,2,1,38,0,15,0,9,0,0,2,0,0,1,5,2,7,4,27,1,22,198,0,0,0,0,8,2,1
2021-05-13 04:15:37+00:00,4,0,1,1,0,3,1,1,167,37,19,0,3,3,10,0,0,0,1,371,16,24,0,0,0,99,2,21,0,0,1,0,41,0,0,33,2,17,9,0,2,1,0,3,77,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7,3,2,0,48,0,3,19,0,1,0,94,11,0,0,1,11,0,19,1,0,4,27,971,0,3,0,0,0,0,0,3,338,0,103,0,0,0,0,30,0,22,0,0,0,0,0,0,0,0,0,0,0,4,3,24,0,10,0,7,0,0,8,0,0,0,2,3,5,4,28,1,18,211,0,0,0,0,14,1,1
2021-05-13 04:39:58+00:00,5,0,0,0,0,4,0,0,162,40,12,0,4,2,7,0,1,1,4,334,14,17,0,0,0,124,2,36,2,0,0,0,49,1,3,41,0,10,15,0,3,0,0,1,86,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,10,11,0,0,55,0,2,16,0,3,0,123,10,0,0,2,13,0,30,1,0,2,19,850,0,0,0,0,0,0,0,3,376,0,88,0,0,1,0,56,0,22,0,1,0,0,0,0,0,0,0,0,0,0,7,29,0,12,0,9,1,0,7,0,0,2,1,2,5,5,23,1,17,213,0,0,0,0,14,1,1
2021-05-13 05:04:18+00:00,4,0,0,3,1,3,0,0,167,51,17,0,2,0,10,0,0,0,3,373,24,26,0,0,0,112,2,22,1,1,0,1,65,0,2,54,7,17,8,0,2,0,0,2,73,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,1,0,1,9,5,0,0,41,0,1,29,0,8,0,116,27,0,0,0,12,0,29,2,0,6,25,797,0,3,0,0,0,0,0,1,403,0,95,0,1,3,0,47,0,21,0,0,0,0,0,0,0,1,0,0,0,1,1,32,0,15,0,9,0,0,5,0,0,0,5,3,2,6,19,1,13,176,0,0,0,0,18,2,1
2021-05-13 05:28:39+00:00,1,0,0,0,0,3,0,0,123,12,16,0,8,0,13,0,1,0,3,245,7,13,0,0,0,58,2,16,1,0,3,0,16,0,1,29,2,9,4,0,5,0,0,2,97,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,127,1,4,16,0,6,0,66,10,0,0,0,9,0,15,1,0,6,24,1048,0,0,0,0,0,0,0,1,178,0,128,0,0,0,0,16,0,25,0,0,0,0,0,0,0,2,0,0,0,1,1,58,0,13,0,6,0,0,6,0,0,1,4,2,7,13,35,0,20,119,1,0,0,0,1,1,3
2021-05-13 05:53:00+00:00,3,0,1,0,2,2,0,0,141,15,20,0,4,1,5,0,2,0,1,245,5,8,0,0,0,78,2,9,1,0,2,0,24,0,1,38,1,9,6,0,5,0,0,3,123,0,0,1,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,1,5,3,1,0,113,0,1,32,0,4,1,79,7,0,0,0,9,0,5,0,0,4,21,1072,0,0,0,0,0,0,1,2,192,0,130,1,0,1,1,24,0,27,0,0,0,0,0,0,0,0,0,0,0,7,0,43,0,8,0,9,0,0,3,0,0,0,4,3,11,11,40,0,19,125,1,0,0,0,8,5,1
2021-05-13 06:17:21+00:00,2,0,0,1,0,9,5,1,211,54,16,0,3,3,12,0,2,0,4,353,24,19,0,0,0,118,3,16,2,0,2,0,56,0,0,48,4,16,6,0,2,1,0,3,78,0,0,0,1,0,1,6,1,0,0,0,0,1,0,1,0,0,0,1,12,8,0,0,44,1,3,21,0,5,0,182,14,0,0,3,14,0,32,0,0,5,21,774,0,3,0,0,0,0,1,0,388,0,84,0,0,2,1,40,0,30,0,0,0,0,0,0,0,0,0,0,0,2,6,24,0,13,0,9,0,0,3,0,0,0,6,3,5,4,29,1,16,174,0,0,0,0,11,1,3
2021-05-13 06:41:42+00:00,5,0,0,3,0,9,3,0,183,46,15,1,3,6,18,0,0,3,6,357,28,17,0,0,1,98,1,33,0,1,1,0,57,0,3,58,2,18,12,0,3,0,0,3,102,0,0,1,0,1,0,11,0,1,0,0,0,1,0,0,0,0,0,0,9,6,0,0,35,0,1,15,0,6,0,182,7,0,0,1,8,0,24,2,0,6,17,849,0,0,0,0,0,0,0,5,306,0,89,0,0,1,0,40,0,12,0,0,0,0,0,0,0,0,0,1,0,4,2,36,0,6,0,13,0,0,8,0,0,1,5,3,12,4,30,0,24,175,0,0,0,0,9,2,4
2021-05-13 07:06:02+00:00,5,0,1,1,0,4,1,1,167,26,15,0,1,8,7,0,0,2,1,344,13,19,0,0,1,92,4,23,0,0,1,0,52,0,2,40,2,14,13,0,1,0,0,2,94,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0,0,10,10,2,0,44,0,4,24,0,0,1,166,11,0,0,0,16,0,23,3,0,1,20,955,1,2,0,1,0,0,2,1,338,0,101,0,0,1,0,56,0,30,0,1,0,0,0,0,0,1,0,0,0,6,3,28,0,13,0,10,0,0,6,0,0,0,5,2,10,5,37,2,17,164,1,0,0,0,10,4,2
2021-05-13 07:30:23+00:00,5,0,1,1,1,5,1,0,143,34,12,0,4,0,6,1,0,0,3,300,15,21,0,0,0,88,2,19,0,0,1,0,26,1,1,42,4,6,13,0,1,0,0,4,86,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,0,1,4,8,0,0,57,1,4,30,1,1,1,108,7,0,0,0,14,0,26,1,0,8,21,1061,0,2,0,0,0,0,0,1,299,0,117,0,1,2,0,26,0,17,0,1,0,0,0,0,0,1,0,1,0,4,1,19,0,8,0,3,0,0,7,0,0,0,1,2,10,4,37,0,12,133,0,0,0,0,10,1,1
2021-05-13 07:54:44+00:00,6,0,0,0,0,3,0,0,131,17,11,0,4,5,7,0,1,0,1,274,6,11,0,0,0,78,1,22,0,1,0,0,29,0,1,40,2,4,6,0,3,0,0,1,95,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,7,7,1,0,91,0,2,21,0,13,0,78,0,0,0,2,14,0,20,0,0,6,17,1187,0,2,0,0,0,0,0,1,207,0,147,0,1,2,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,4,1,30,0,13,0,2,0,0,5,0,0,0,2,2,11,9,39,1,10,110,0,0,0,0,7,0,1
2021-05-13 08:19:03+00:00,2,0,0,1,1,4,1,0,139,16,18,0,4,1,6,0,1,0,2,248,9,17,0,0,0,75,1,15,2,0,2,0,17,0,0,35,0,7,3,0,2,0,0,0,110,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,109,0,7,22,0,3,0,56,6,0,0,0,11,1,22,2,0,5,21,1185,0,0,0,0,0,0,0,1,178,0,164,0,0,2,0,14,0,15,0,0,1,0,1,0,0,1,0,1,0,2,1,30,0,13,0,4,0,1,5,0,0,2,4,4,17,14,34,1,18,95,0,0,0,0,11,2,2
2021-05-13 08:43:24+00:00,6,0,0,1,0,2,1,0,129,8,20,0,4,1,3,0,0,0,4,215,3,9,0,0,0,63,0,12,2,0,1,0,16,0,3,26,4,2,6,0,3,0,0,1,135,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,9,5,0,0,121,0,3,18,0,4,0,58,2,0,0,1,5,0,22,4,0,1,14,1130,1,2,0,0,0,0,1,1,156,0,117,1,0,4,1,17,1,20,0,1,0,0,0,0,0,2,0,0,0,3,3,35,0,3,0,4,0,0,4,0,0,0,4,5,6,13,32,1,26,106,1,0,0,0,10,3,0
2021-05-13 09:07:44+00:00,4,0,0,0,0,2,0,0,164,11,16,0,1,1,8,0,0,0,2,213,6,7,0,1,0,60,0,13,1,0,2,1,11,0,1,54,3,8,3,0,5,0,0,2,136,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,6,5,0,0,133,0,6,25,0,5,0,66,5,0,0,2,10,0,19,2,0,7,23,1139,1,0,1,0,0,1,1,2,190,0,142,0,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,2,1,51,0,12,0,7,0,0,2,0,1,0,7,5,15,21,30,2,17,168,0,0,0,0,10,2,1
2021-05-13 09:32:05+00:00,2,0,0,2,0,1,0,0,139,9,10,1,3,0,12,1,2,0,3,231,7,7,0,0,0,63,1,9,1,0,1,0,5,1,0,35,2,9,4,0,4,0,0,1,131,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,3,9,0,0,131,0,5,18,0,8,0,45,8,0,0,0,6,0,19,0,0,4,27,1068,0,1,1,0,0,0,0,1,188,0,173,0,0,2,0,20,0,17,0,0,0,0,1,0,0,1,0,0,0,5,4,40,0,12,0,4,0,0,1,1,0,1,2,4,16,20,40,0,19,126,0,0,0,0,8,1,2
2021-05-13 09:56:26+00:00,0,0,1,0,0,3,2,0,133,10,20,0,4,0,4,0,1,2,3,235,5,10,0,0,0,50,4,11,0,0,2,0,14,0,5,37,2,9,4,0,3,0,0,1,125,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,5,4,0,0,112,0,8,23,0,10,0,55,5,0,0,1,14,0,19,0,0,6,23,1051,0,0,0,0,0,0,0,0,203,0,180,0,0,3,0,22,0,16,0,0,2,0,0,0,0,2,0,0,0,2,4,40,0,9,0,3,0,0,2,0,0,0,6,3,14,12,36,0,33,106,0,0,0,0,4,1,1
2021-05-13 10:20:47+00:00,2,0,0,0,1,3,1,0,116,10,23,0,4,1,6,0,0,0,4,254,8,11,0,0,0,64,1,1,0,0,3,0,12,0,0,42,1,9,3,0,3,0,0,1,146,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,9,8,0,0,118,0,3,18,1,4,0,40,5,1,0,1,5,0,13,4,0,9,23,976,0,2,0,0,0,0,0,3,189,0,154,0,0,1,1,11,0,16,0,0,0,0,0,0,0,0,0,0,0,3,1,39,0,8,0,6,0,0,2,0,0,0,8,3,17,16,28,0,18,128,0,0,0,0,5,3,1
2021-05-13 10:45:08+00:00,1,0,2,0,1,1,1,0,128,7,29,0,4,1,9,0,0,1,3,241,7,18,0,0,0,59,0,12,1,0,3,0,14,1,0,29,0,9,6,0,6,0,0,0,128,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,2,6,5,0,0,119,0,3,13,0,5,1,36,6,1,0,1,16,0,22,1,0,4,21,1005,0,3,1,0,0,0,1,1,203,0,188,0,0,1,1,10,0,8,0,0,0,1,0,0,0,1,0,0,0,3,2,47,0,8,1,5,0,0,7,0,0,3,4,4,9,9,39,2,13,122,0,0,0,0,10,5,1
2021-05-13 11:09:29+00:00,4,0,2,0,0,0,0,0,104,6,28,0,5,0,5,0,0,0,1,218,7,9,0,0,0,50,1,12,1,0,4,0,10,1,1,32,0,13,7,0,5,0,0,4,134,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,3,7,0,0,114,0,3,22,1,5,1,32,6,0,0,1,6,0,17,3,0,5,24,994,0,2,0,0,0,0,1,1,176,0,144,0,0,0,0,12,0,11,0,0,2,0,1,0,0,3,0,0,0,4,5,55,1,10,0,7,0,0,2,0,0,1,2,6,13,25,34,0,18,113,0,0,0,0,6,4,0
2021-05-13 11:33:50+00:00,3,1,0,0,0,3,1,0,98,14,31,1,3,1,4,0,1,0,3,212,9,7,0,0,0,46,0,12,0,2,2,0,10,0,1,38,0,5,3,0,6,0,0,1,151,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,3,4,0,0,104,0,7,14,0,4,0,38,4,0,0,0,7,0,12,2,0,5,26,1029,0,1,0,0,0,0,2,3,135,0,145,0,0,0,0,13,0,16,0,1,0,0,0,0,0,1,0,0,0,7,6,51,0,11,0,6,0,0,3,0,0,0,4,4,13,24,59,2,14,136,0,0,0,0,6,0,1
2021-05-13 11:58:10+00:00,3,1,3,6,0,1,2,0,119,12,18,0,4,2,4,0,0,0,1,227,5,11,0,0,0,66,0,6,1,0,7,0,10,0,1,43,1,14,6,0,4,0,0,1,132,0,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,9,5,0,0,115,1,8,21,0,5,0,48,8,0,0,1,13,0,20,1,0,1,22,882,0,0,0,0,0,0,0,5,207,0,165,0,1,4,0,20,0,16,0,0,0,0,0,0,0,3,0,0,0,7,6,63,0,18,0,3,0,1,1,0,0,0,5,5,16,21,26,0,21,118,2,0,0,0,5,1,1
2021-05-13 12:22:31+00:00,8,0,0,1,0,2,2,0,159,6,33,0,6,3,9,0,0,1,3,190,7,6,0,0,0,63,1,9,0,1,4,0,7,1,0,47,4,14,5,0,7,0,0,1,128,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,5,8,0,0,108,0,6,31,0,9,0,68,9,0,0,0,7,0,10,1,0,1,40,957,2,1,0,1,0,0,3,0,243,0,145,1,0,1,0,25,0,16,0,0,0,0,0,0,0,0,0,1,0,6,3,47,0,11,0,6,1,0,1,0,0,0,8,3,15,20,34,0,33,210,0,0,0,0,8,3,3
2021-05-13 12:46:52+00:00,5,0,2,0,0,1,1,0,132,9,20,0,8,2,11,1,0,2,2,207,14,5,0,0,0,53,0,5,1,1,0,0,7,1,0,51,2,11,7,0,10,0,0,2,104,1,0,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,8,3,1,0,74,0,3,10,0,12,1,67,5,0,0,1,7,0,16,1,0,3,43,599,1,2,0,0,0,0,1,1,251,1,142,0,0,1,1,17,0,26,0,2,1,0,0,0,0,0,0,0,0,4,1,62,0,12,0,6,0,0,2,0,0,0,8,2,9,14,32,1,27,188,0,0,0,0,7,3,1
2021-05-13 13:11:11+00:00,5,0,4,1,1,3,1,0,105,14,23,0,7,1,8,0,0,0,3,235,10,15,0,0,0,77,0,6,1,0,5,0,23,0,3,37,3,13,3,1,5,0,0,1,107,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5,7,0,0,55,1,6,18,0,10,0,42,7,0,0,0,17,0,14,1,1,1,28,638,0,1,0,0,0,0,0,1,210,0,107,0,0,2,0,28,0,22,0,0,0,0,0,0,0,0,0,0,0,5,1,49,1,6,0,3,0,0,7,0,0,0,9,1,9,8,31,2,9,188,0,0,0,0,10,3,2
2021-05-13 13:35:32+00:00,2,0,1,0,1,1,0,0,100,13,24,0,5,0,11,1,0,0,4,238,6,9,0,0,0,66,0,6,0,1,0,1,24,0,3,21,3,12,6,1,7,0,0,4,111,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,39,0,4,15,0,5,0,46,4,0,0,0,12,0,17,2,0,3,26,721,0,2,0,0,0,0,0,1,208,0,104,0,2,4,0,13,0,10,1,0,0,0,0,0,0,0,0,0,0,8,2,58,0,17,0,2,0,0,1,0,0,0,5,2,16,2,28,0,11,174,0,0,0,0,10,4,1
2021-05-13 13:59:53+00:00,7,0,1,0,0,2,0,0,88,13,16,0,3,1,8,0,1,0,6,298,8,14,0,0,0,79,1,4,0,1,1,0,19,1,1,41,1,15,5,1,8,1,0,2,143,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,12,1,0,75,0,3,19,0,11,0,60,6,0,0,0,19,0,24,0,0,3,42,795,1,3,0,0,0,0,1,4,268,0,111,0,0,0,1,18,0,20,0,0,0,0,0,0,0,0,0,1,0,9,9,61,1,15,0,8,0,0,3,0,0,0,5,2,9,10,48,2,17,236,0,0,0,0,7,5,1
2021-05-13 14:24:14+00:00,4,0,0,1,2,1,1,0,71,9,22,0,6,1,6,0,0,1,3,289,12,13,0,0,1,84,1,4,0,0,3,0,16,1,0,29,1,7,8,0,4,0,0,4,124,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,63,1,2,18,0,6,0,37,5,0,0,3,10,0,23,1,0,3,28,728,0,2,0,0,0,0,0,2,285,0,135,0,0,0,0,12,0,17,0,0,0,0,0,0,0,1,0,2,0,9,0,38,0,18,0,10,2,0,3,0,0,0,3,1,12,5,35,1,7,160,0,0,0,0,10,2,3
2021-05-13 14:48:34+00:00,4,0,0,0,0,3,5,0,93,20,38,1,13,2,10,0,0,0,5,322,8,24,0,0,0,97,4,12,0,0,0,0,22,0,0,29,3,18,7,1,3,0,0,3,119,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7,10,0,0,49,0,3,11,0,5,0,37,8,1,0,0,17,0,22,1,0,5,20,716,0,2,0,0,0,0,0,0,272,0,120,0,0,1,0,12,0,20,0,0,0,1,0,0,0,0,0,0,0,8,4,53,1,11,0,6,0,0,5,0,0,0,7,1,9,6,35,0,15,203,0,0,0,0,9,4,1
2021-05-13 15:43:34+00:00,1,0,1,1,1,1,2,0,93,18,16,0,8,0,14,0,0,2,2,294,10,14,0,0,0,86,0,2,2,0,1,0,16,0,0,28,1,14,6,0,4,0,0,3,117,0,0,0,0,1,0,9,1,0,0,0,0,4,0,1,0,0,0,0,6,5,1,0,39,0,3,11,0,5,0,50,10,1,0,0,12,0,17,1,0,3,30,582,0,3,0,2,0,0,0,5,237,0,163,0,0,0,0,18,0,17,0,0,0,0,0,0,0,1,0,0,0,3,1,44,1,12,0,12,0,0,0,0,0,0,4,0,5,5,31,2,10,144,0,0,0,0,10,6,1
2021-05-13 16:07:55+00:00,6,0,0,1,0,1,1,0,109,9,23,1,7,2,10,0,1,0,5,277,14,9,0,0,1,96,2,2,1,0,5,0,12,0,2,46,0,13,8,0,6,0,0,1,110,1,0,0,1,0,1,6,1,0,0,0,0,1,0,0,0,0,0,1,8,2,0,0,66,0,5,10,0,17,1,48,4,1,0,0,7,0,18,2,0,7,57,651,0,0,0,1,0,0,0,1,243,0,163,1,0,2,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,11,2,55,0,35,0,2,0,0,3,0,0,0,21,2,19,16,35,0,7,193,1,0,0,0,6,7,2
2021-05-13 16:32:13+00:00,5,0,1,0,0,2,1,0,75,8,22,0,3,0,5,1,0,0,2,229,10,8,0,0,0,47,0,6,0,2,1,0,13,1,2,40,2,12,4,0,4,0,0,3,123,0,0,0,0,0,0,8,0,1,1,0,0,1,0,0,0,0,0,1,4,7,0,0,56,0,5,11,0,8,0,33,6,1,0,0,16,0,20,1,1,5,43,678,0,1,1,1,0,0,0,1,241,0,177,0,0,1,1,9,0,18,0,0,0,0,0,0,0,2,0,0,0,8,4,35,0,13,0,5,0,0,3,0,0,0,8,3,11,12,49,2,15,163,0,0,0,0,9,4,0
2021-05-13 16:56:31+00:00,1,0,0,1,0,1,0,0,67,13,23,0,9,1,7,0,0,0,3,178,0,4,0,0,0,39,1,1,0,0,5,0,10,0,2,34,0,10,9,0,1,0,0,3,125,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,81,1,5,24,0,11,0,27,6,0,0,0,8,0,7,0,0,4,23,750,1,1,0,1,0,0,1,0,152,1,175,0,0,2,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,6,2,48,0,18,0,2,0,0,0,0,0,0,4,4,12,15,38,2,12,128,0,0,0,0,7,3,0
2021-05-13 17:20:51+00:00,1,0,1,0,0,2,0,0,84,7,25,0,3,0,2,0,0,0,4,168,5,8,0,0,0,31,0,4,1,0,3,0,3,0,4,31,1,9,2,0,1,0,0,6,124,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,89,0,5,15,0,11,0,16,3,0,0,1,5,0,7,0,0,0,19,790,0,2,0,0,0,0,1,0,134,0,189,0,1,0,0,4,0,14,0,0,1,0,0,0,0,1,0,1,0,2,0,77,0,16,0,8,0,0,1,0,0,0,8,3,7,24,42,0,24,129,0,0,0,0,8,4,1
2021-05-13 17:45:09+00:00,0,0,0,0,0,1,3,0,72,6,29,1,9,0,4,0,0,0,4,193,5,6,0,0,0,26,0,4,1,0,6,0,1,1,2,29,1,10,6,1,1,0,0,1,144,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0,0,104,1,3,12,0,5,1,19,4,0,0,0,6,0,12,1,0,4,26,918,0,2,0,0,0,0,1,1,122,0,203,0,2,0,0,8,0,23,0,1,0,0,0,0,0,0,0,0,0,2,1,69,2,15,0,4,0,0,0,0,0,0,6,4,16,15,47,1,19,121,0,0,0,0,5,3,1
2021-05-13 18:09:29+00:00,1,0,0,0,0,0,0,0,92,2,25,0,8,0,5,0,0,1,0,162,2,7,0,0,0,23,0,9,0,1,4,0,6,0,0,34,2,5,3,0,1,0,0,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,108,0,5,14,0,5,0,18,2,0,0,0,6,0,11,1,0,9,27,934,0,1,0,0,0,0,0,0,101,0,184,0,1,1,0,5,0,10,0,0,0,0,0,0,0,1,0,1,0,3,1,57,0,11,0,6,0,0,4,1,0,0,9,2,11,17,44,1,16,112,0,0,0,0,5,5,1
2021-05-13 18:33:47+00:00,0,0,0,0,1,2,0,0,102,8,28,0,0,0,8,2,1,0,4,171,2,7,0,0,0,18,0,1,0,0,6,0,8,0,0,20,3,7,5,0,6,1,0,2,133,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0,86,0,7,10,0,9,0,20,6,0,0,0,6,0,8,2,0,4,20,919,0,0,0,0,0,0,0,0,97,0,195,0,0,0,1,6,0,12,0,0,0,0,0,0,0,3,0,0,0,1,1,64,0,11,0,3,0,0,2,0,0,0,8,2,11,12,40,0,21,118,0,0,0,0,5,0,0
